,FMID,MarketName,Website,Facebook,Twitter,Youtube,street,city,County,State,zip,x,y,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,Season1 Start Date,Season1 End Date,Season2 Start Date,Season2 End Date,Season3 Start Date,Season3 End Date,Season4 Start Date,Season4 End Date,Season1Time Mon,Season1Time Tue,Season1Time Wed,Season1Time Thu,Season1Time Fri,Season1Time Sat,Season1Time Sun,Season2Time Mon,Season2Time Tue,Season2Time Wed,Season2Time Thu,Season2Time Fri,Season2Time Sat,Season2Time Sun,Season3Time Mon,Season3Time Tue,Season3Time Wed,Season3Time Thu,Season3Time Fri,Season3Time Sat,Season3Time Sun,Season4Time Mon,Season4Time Tue,Season4Time Wed,Season4Time Thu,Season4Time Fri,Season4Time Sat,Season4Time Sun
50,1000986,9th West Farmers Market/People's Market ,http://www.9thwestfarmersmarket.org,https://www.facebook.com/9thwestfarmersmarket,https://twitter.com/peoplesmarket,,1060 South 900 West,SALT LAKE CITY,Salt Lake,Utah,84110,-111.91953000000001,40.747017,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,6/28/2016 1:05:51 AM,05/12/2013,10/20/2013,06/26/2016,08/01/2016,,,,,,,,,,,9:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,
51,1010617,A + Organic Farmers Market,http://organicgrowndirect.com/,https://www.facebook.com/OrganicProduceDelivery,https://twitter.com/OrganicGrownDr,http://www.youtube.com/user/OrganicGrownDirect,Lee Rd. Farm,Boynton Beach ,Palm Beach,Florida,33473,-80.22105400000001,26.489351,Y,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,Y,N,N,Y,9/29/2014 1:37:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1009004,A Growers' Market,,,,,229 Lake Ella Drive,Tallahassee ,Leon,Florida,32303,-84.279877,30.461952,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,7/29/2018 12:47:57,01/01/2018,12/31/2018,,,,,,,,,12:00 PM-6:00 PM,,,11:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,
53,1007585,AAMC Farmers's Market,,,,,"2001 Medical Parkway, Sajak Pavilion",Annapolis,Anne Arundel,Maryland,21401,-76.612297,39.006001,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/23/2011 11:54:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1004573,Abbeville Farmers Market,,,,,118 Trinity Street at Livery Stable,Abbeville,Abbeville,South Carolina,29620,-82.380241,34.177429,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/11/2013 1:41:58 PM,06/06/2013,10/04/2013,,,,,,,,,,4:00 PM-8:00 PM,7:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,
55,1009028,ABBEVILLE FARMERS MARKET,,https://www.facebook.com/pages/Abbeville-Farmers-Market/234180039938887,,,Kirkland Street,Abbeville ,Henry,Alabama,,-85.250366,31.571271999999997,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/5/2014 7:27:30 PM,06/06/2014,07/25/2014,,,,,,,,,,,3:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,
56,1004598,Abbotsford Farmers Market,,,,,1011 East Spruce St.,Abbotsford,Clark,Wisconsin,54405,-90.307144,44.945663,N,Y,N,Y,N,,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,5/7/2012 10:47:54 AM,05/01/2012 10:47:54 AM,10/01/2012 10:47:54 AM,,,,,,,,1:30 PM - 5:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1003865,Abbott Northwestern Farmers Market,http://www.iatp.org/minimarkets,,,,800 E 28th St,Minneapolis,Hennepin,Minnesota,,-93.262901,44.955601,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 26 2010 11:24PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1002947,Aberdeen Farmers Market,http://www.dakotaflavor.com/category.asp?catid=12,,,,"2nd Ave., S.E. & S. Lincoln Street",Aberdeen,Brown,South Dakota,57401,-98.486603,45.4631,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1019473,Aberdeen Sunday Market,http://www.aberdeensundaymarket.org,Facebook.com/AberdeenSundayMarket,,,Broadway between Heron & State St,Aberdeen,Grays Harbor,Washington,98520,-123.81641,46.972972999999996,Y,Y,N,Y,Y,,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,4/14/2019 8:55:10 PM,05/26/2019,09/15/2019,,,,,,,,,,,,,10:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,
60,1004031,Abilene Farmers Market,,,,,East 1st & Buckeye St.,Abilene,Dickinson,Kansas,67410,-97.213898,38.915298,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1010487,Abingdon Farmers Market,http://www.abingdonfarmersmarket.com,https://www.facebook.com/abingdonfarmersmarket,,,Corner of Remsburg Drive & Cummings St,Abingdon ,Washington,Virginia,24210,-81.977097,36.708935,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3/2/2016 10:20:28 AM,04/16/2016,11/22/2016,11/26/2016,12/24/2016,01/02/2016,04/09/2016,,,,3pm-6pm,,,,8am-1pm,,,,,,,10:00 AM-12:00 PM,,,,,,,10:00 AM-12:00 PM,,,,,,,,
62,1000065,Abingdon Square Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,W12 St. & 8th Ave,New York,New York,New York,10014,-74.00528,40.737179,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/24/2013 10:36:51 AM,01/01/2013,12/31/2013,,,,,,,,,,,,8:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,
63,1006988,Abington,http://www.abingtonsage.com,,,,362 Plymouth Street,Abington,Plymouth,Massachusetts,02351,-70.936897,42.118999,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,3/14/2014 10:44:35 AM,07/13/2013,09/21/2013,,,,,,,,,,,,9:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,
64,1007070,Abington Farmers Market,,,,,12055 Rose Drove,Clarks Summit,Lackawanna,Pennsylvania,,-75.774597,41.424999,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1019695,Abita Springs Art & Farmers Market ,https://www.townofabitasprings.com/farmers-market,https://www.facebook.com/abitasprings.farmersmarket/,,,22049 Main Street,Abita Springs ,St. Tammany,Louisiana,70420,-90.03891,30.479065000000002,Y,N,N,N,N,,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,9/16/2019 3:16:48 PM,,,,,,,,,,,,,,,11:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,
66,1004762,ABQ Uptown Growers' Market,http://www.abquptowngrowersmarket.org,,,,NE parking lot of ABQ Uptown shopping center,Albququerque,Bernalillo,New Mexico,,-106.56584,35.103989,Y,Y,N,Y,Y,,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/5/2014 2:51:15 PM,10/25/2014,,,,,,,,,,,,,7:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,
67,1009543,ABV Farm Market,http://www.appleblossomvillage.com/,https://www.facebook.com/pages/Apple-Blossom-Village/105223639518965,,,690 Allegheny Road,Mount Bethe,,Pennsylvania,18343,-75.0998,40.874297999999996,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1002108,Acadia Farmers' Market in Town Hill,,www.Facebook.com/AcadiaFarmersMarket,,,,Town Hill,Hancock,Maine,,-68.971603,44.590801,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1007575,Acadiana Farmers Market,,,,,801 Foreman Drive,Opelousas,Lafayette,Louisiana,70570,-92.0634,30.214701,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1005122,Ace Farmers Market,,,,,115 Black River Blvd,Rome,Oneida,New York,,-75.454102,43.209801,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1008461,Acme Ranch Truck Patch,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1877,,,,RR1 Box 146,Birch Tree,Shannon,Missouri,65438,-91.492638,36.991165,N,N,N,N,N,,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,6/25/2013 3:20:55 PM,,,,,,,,,9:00 AM-5:00 PM,9:00 AM-5:00 PM,9:00 AM-5:00 PM,9:00 AM-5:00 PM,9:00 AM-5:00 PM,9:00 AM-5:00 PM,,,,,,,,,,,,,,,,,,,,,,
72,1011180,Acreage Green Market,http://Www.AcreageGreenMarket.com,https://www.facebook.com/AcreageGreenmarket,,,6701 140th Ave. North,Loxahatchee,Palm Beach,Florida,33470,-80.263351,26.775639,Y,N,N,N,N,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,5/21/2015 2:02:58 AM,05/31/2015,05/29/2016,,,,,,,,,,,,,9:00 AM-2:00 PM,,,,,,,9:00 AM-1:00 PM,,,,,,,,,,,,,,
73,1003469,Acton-Boxborough Farmers Market,http://www.ABFarmersMarket.org,,,,1 Pearl St,Acton,Middlesex,Massachusetts,01720,-71.474152,42.475182000000004,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,5/24/2012 1:08:35 PM,"June 19, 2012","October 21, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1018003,Acushnet Farmers Market,http://www.acushnetfarmersmarket.com,www.facebook.com/pages/Acushnet-Farmers-Market,,,186 Leonard Street,Acushnet,Bristol,Massachusetts,02743,-70.900856,41.720051,Y,Y,N,Y,Y,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,5/18/2017 7:04:50 PM,06/03/2017,09/30/2017,,,,,,,,,,,,9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,
75,1007519,Acworth Farmers Market,,,,,Main and Lemon Streets,Acworth,Cobb,Georgia,,-84.67669699999999,34.065701000000004,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1001393,Ada Farmer's Market,,,,,12th Street and Townsend,Ada,Pontotoc,Oklahoma,74820,-96.67987099999999,34.773590000000006,N,N,N,N,N,,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/2/2014 10:18:53 AM,04/01/2010,11/31/2010,,,,,,,,,7:00 AM-,,,7:00 AM-,,,,,,,,,,,,,,,,,,,,,,
77,1001083,Ada Farmers' Market,http://www.adafarmersmarket.com,https://www.facebook.com/adafarmersmarket,https://twitter.com/AdaFarmersMkt,,7239 Thornapple River Dr.,Ada,Kent,Michigan,49301,-85.488968,42.955372,Y,N,N,N,Y,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,3/19/2015 11:44:10 AM,06/09/2015,10/27/2015,,,,,,,,11:00 AM-4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1006969,AdairCo Farmers Market,,,,,"409 Fairground Street, Adair County co-op ext service parking lot",Columbia,Adair County,Kentucky,,-85.29699699999999,37.104301,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1010467,Adairsville Farmers' Market,http://www.adairsvillefarmersmarket.com,Adairsville Farmers Market,,,7446 Ga 140,Adairsville,Bartow,Georgia,30103,-84.929565,34.375729,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,8/7/2014 10:08:33 AM,06/07/2014,09/27/2014,,,,,,,,,,,,,8:00 AM-11:30 PM,,,,,,,,,,,,,,,,,,,,,
80,1019846,Adams County Farmer's Market,,facebook.com/acohfarmersmarket,,,110 W. Main St.,West Union,Adams,Ohio,45693,-83.54645500000001,38.795338,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,4/23/2020 10:57:08 AM,05/16/2020,09/26/2020,,,,,,,,,,,,9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,
81,1019676,Adams County Farmers Market,,www.facebook.com/AdamsCountyFarmersMarket,@ACFarmFresh,,103 Carlisle Street,Gettysburg,Adams,Pennsylvania,17325,-77.234146,39.830597,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,8/8/2019 2:37:59 PM,05/18/2019,10/26/2019,,,,,,,,,,,,8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,
82,1019351,Adams County Farmers' Market Association,http://www.acfarmersmarkets.org,www.facebook.com/AdamsCountyFarmersMarket,https://twitter.com/ACFarmFresh,,103 Carlisle Street,Gettysburg,Adams,Pennsylvania,17325,-77.234146,39.830597,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,N,1/8/2019 5:15:25 PM,05/18/2019,10/26/2019,,,,,,,,,,11:30 AM-3:30 PM,,8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,
83,1010354,Adams Farmers' & Artisans' Market,,https://www.facebook.com/Adams.Farmers.Market,,,Adams Visitors Center  3 Hoosac St,Adams,Berkshire,Massachusetts,01220,-73.118004,42.624493,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,7/8/2014 11:11:58 AM,07/13/2014,09/14/2014,,,,,,,,,,,,,11:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,
84,1018278,Adams Morgan Farmer Market,http://www.lickingcreekbendfarm.com,https://www.facebook.com,,,"18th Street and Columbia Rd, NW","Washington, DC",District of Columbia,District of Columbia,20009,-77.042671,38.92268,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,6/21/2017 9:33:38 AM,,,,,,,,,,,,,,8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,
85,1019847,Adams-Ricci Farmers Market,,https://www.facebook.com/FarmersAtAdamsRicciParkEast/,@adamsriccifm,,100 East Penn Drive,Enola,Cumberland,Pennsylvania,17025,-76.93740799999999,40.273998,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,4/25/2020 10:26:33 AM,05/21/2020,10/22/2020,,,,,,,,,,3:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,
86,1008961,Adaptations' Fresh Feast,http://www.adaptationsaloha.com,https://www.facebook.com/adaptationsaloha,https://twitter.com/MaureenDatta,,"79-7500 Mamalahoa Highway, Unit 1",Kealakekua,Hawaii,Hawaii,96750,-155.92365,19.525783999999998,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,7/26/2018 4:11:13 PM,01/01/2013,12/31/2013,,,,,,,8:00 AM-4:00 PM,8:00 AM-4:00 PM,8:00 AM-4:00 PM,8:00 AM-4:00 PM,8:00 AM-1:00 PM,,12:00 PM-4:00 PM,,,,,,,,,,,,,,,,,,,,,
87,1005109,Added Value Farm Stand at Governors Island,,,,,Gresham Rd,Brooklyn,Kings,New York,11231-1235,-74.02310200000001,40.6875,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1002464,Addison Farmers Market,,,,,One Friendship Plaza,Addison,DuPage,Illinois,60101,-87.993401,41.932097999999996,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1005741,Adel Farmers Market,,,,,Courthouse Square,Adel,Dallas,Iowa,50830,-94.01750200000001,41.614399,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1005272,Adelanto Stadium Farmers Market,,,,,Hwy 395 & Rancho Drive,Victorville,San Bernardino,California,92392,-117.405,34.559298999999996,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,1012288,Adrian Farmers Market,,,,,115 Toledo Street,Adrian ,Lenawee,Michigan,49221,-84.034592,41.900169,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,Y,7/6/2016 9:49:50 PM,05/07/2016,10/29/2016,,,,,,,,,,,,9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,
92,1011214,Aenon Baptist Church Farm Stand,,,,,175 Genesee Street,Rochester,Monroe,New York,14611,-77.636078,43.146603000000006,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/8/2015 9:24:05 AM,,,,,,,,,,,11:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,
93,1008667,Afton Village Farmers Market,http://www.piedmont-farmersmarket.com,,,,5401 Village Dr,Concord,Cabarrus,North Carolina,28027,-80.670174,35.41404,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/27/2013 1:53:54 PM,01/01/2013,12/31/2013,,,,,,,,,,4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,
94,1019203,AG Farmers' Market,http://AGFarmersMarket.com,http://www.facebook.com/AGFarmersMarket,http://twitter.com/AGFarmMarket,,108 Indian Head Road,Toms River,Ocean,New Jersey,08753,-74.207481,39.992508,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,8/1/2018 9:40:50 AM,08/02/2018,08/02/2018,,,,,,,,,,9:00 AM-5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,
95,1007586,AGH Wellness Committee Farmer's Market,,,,,9733 Healthway Drive,Berlin,Worcester,Maryland,21811,-75.211304,38.338799,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/23/2011 11:58:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1012233,Agricenter International Farmer's Market,http://www.agricenter.org/farmersmarket/,https://www.facebook.com/farmersmarketmemphis/,https://twitter.com/Agricenter_Intl,https://www.youtube.com/channel/UCGksUsmHEJonFv5cwivsjZA,7777 Walnut Grove Rd,Memphis,Shelby,Tennessee,38120,-89.801735,35.127453,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,7/26/2018 4:07:49 PM,05/01/2018,10/31/2018,,,,,,,7:30 AM-5:30 PM,7:30 AM-5:30 PM,7:30 AM-5:30 PM,7:30 AM-5:30 PM,7:30 AM-5:30 PM,7:00 AM-5:30 PM,,,,,,,,,,,,,,,,,,,,,,
97,1003562,Agritopia Farm Stand,http://www.thefarmatagritopia.com,https://www.facebook.com/TheFarmAtAgritopia,https://twitter.com/AgritopiaFarm,,3000 E. Ray Road (Higley & Ray),Gilbert,Maricopa,Arizona,85233,-111.72621000000001,33.321659000000004,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,8/13/2015 12:14:20 AM,01/01/2015,12/31/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1011830,Ahwatukee Farmers Market,,,,,4700 E. Warner Rd,Phoenix,Maricopa,Arizona,,-111.98324,33.331329,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,3/25/2016 4:32:55 PM,,,06/05/2016,09/25/2016,,,,,,,,,,,9:00 AM-1:00 PM,,,,,,,8:00 AM-11:00 AM,,,,,,,,,,,,,,
99,1000212,Aiken County Farmers Market,http://www.VisitAikenSC.com,,,,897 Richland Avenue East,Aiken,Aiken,South Carolina,29801,-81.708496,33.556881,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/17/2013 4:01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1005258,Aina Moana  Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,1201 Ala Moana Boulevard,Honolulu,Honolulu,Hawaii,96822,-157.84492,21.287867000000002,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,1/24/2019 3:55:52 PM,01/01/2019,12/31/2019,,,,,,,10:00 AM-11:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1008054,Airport Farmers and Flea Market,,https://www.facebook.com/pages/Airport-Farmers-and-Flea-Market/,,,17375 Spring Hill Dr,Brooksville,Hernando,Florida,34604,-82.44111600000001,28.481140000000003,Y,N,N,N,N,,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,3/19/2015 11:45:37 AM,01/01/2015,12/31/2015,,,,,,,,,,,,8:00 AM-3:00 PM,8:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,
102,1007542,Akebono Farmers Market,,,,,Akebono Parking Lot,Pahoa,Hawaii County,Hawaii,,-154.951,19.497498999999998,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1011967,Akers of Strawberries,http://Www.akersofstrawberries.com,www.facebook.com/AkersofStrawberries,,,1054 Melton Road,Baker,Okaloosa,Florida,32531,-86.701279,30.798683,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,N,5/18/2016 9:16:39 PM,03/15/2016,07/31/2016,09/29/2016,11/06/2016,01/01/2016,12/31/2016,,,9:00 AM-5:00 PM,9:00 AM-5:00 PM,9:00 AM-5:00 PM,9:00 AM-5:00 PM,9:00 AM-5:00 PM,9:00 AM-5:00 PM,12:00 PM-5:00 PM,,,,9:00 AM-5:00 PM,9:00 AM-11:00 PM,9:00 AM-11:00 PM,6:00 PM-,7:00 AM-5:00 PM,7:00 AM-5:00 PM,7:00 AM-5:00 PM,7:00 AM-5:00 PM,7:00 AM-5:00 PM,7:00 AM-2:00 PM,,,,,,,,
104,1001801,Akron Farmers Market,,,,,City Park,Akron,Plymouth,Iowa,51031,-96.55729699999999,42.830898,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1005061,Akwesasne Farmers Market,,,,,"469 State Route 37, across from Akwesasne Sports",Hogansburg,Franklin,New York,,-74.667702,44.9739,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1004086,Alabama Gulf Coast Market,,,,,22250 Perdido Beach Boulevard,Gulf Shores,Baldwin,Alabama,36542,-87.65585300000001,30.250746000000003,Y,N,N,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,1/25/2015 2:33:13 PM,10/04/2014,07/25/2015,,,,,,,,,,,,8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,
107,1008612,Alachua County Farmers' Market,http://www.441market.com,https://www.facebook.com/441acfmarket,,,5920 NW 13th Street,Gainesville,Alachua,Florida,32653,-82.35251600000001,29.710665000000002,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,7/26/2018 11:10:19 PM,01/01/2018,12/31/2018,,,,,,,,,,,,,8:30 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,
